word,length,minimum_age
bords,5,5
bordure,7,6
Boris,5,5
Borna,5,5
bornage,7,6
borne,5,5
borne,5,5
borner,6,5
bornes,6,5
bosquet,7,6
boss,4,5
bosse,5,5
bosser,6,5
bossu,5,5
boston,6,5
Botha,5,5
botte,5,5
bottes,6,5
bottin,6,5
bouc,4,5
boucan,6,5
bouche,6,5
bouchee,7,6
boucher,7,6
bouchers,8,6
bouches,7,6
bouchon,7,6
boucle,6,5
boucle,6,5
bouclee,7,6
boucler,7,6
bouclier,8,6
boude,5,5
bouder,6,5
boudin,6,5
boue,4,5
bouee,5,5
boueux,6,5
bouffe,6,5
bouffee,7,6
bouffer,7,6
bouffon,7,6
bouge,5,5
bouge,5,5
bougent,7,6
bougeoir,8,6
bouger,6,5
bougie,6,5
bougies,7,6
bouillie,8,6
bouillir,8,6
bouillon,8,6
boule,5,5
bouleau,7,6
boules,6,5
boulet,6,5
boulette,8,6
boulez,6,5
Boulogne,8,6
boulot,6,5
boulots,7,6
boum,4,5
bouquet,7,6
bouquin,7,6
Bourassa,8,6
bourbe,6,5
bourbeux,8,6
bourbon,7,6
bourde,6,5
Bourdet,7,6
bourg,5,5
bourgade,8,6
bourgeon,8,6
bourges,7,6
bourre,6,5
bourreau,8,6
bourrer,7,6
bourrin,7,6
bourse,6,5
bourses,7,6
boursier,8,6
bouscule,8,6
bouse,5,5
Bousquet,8,6
boussole,8,6
bout,4,5
boutade,7,6
bouteur,7,6
boutique,8,6
bouton,6,5
boutons,7,6
bouts,5,5
bouvard,7,6
bouvier,7,6
Bouygues,8,6
bovin,5,5
box,3,5
boxe,4,5
boxeur,6,5
boy,3,5
boyau,5,5
Boyer,5,5
boys,4,5
BP,2,5
bracelet,8,6
brai,4,5
brailler,8,6
braise,6,5
brame,5,5
branche,7,6
branche,7,6
branches,8,6
brandir,7,6
Brando,6,5
Brandt,6,5
brandy,6,5
branlant,8,6
branler,7,6
braquer,7,6
bras,4,5
Brasov,6,5
Braudel,7,6
brave,5,5
braver,6,5
bravo,5,5
bravoure,8,6
break,5,5
brebis,6,5
breche,6,5
Brecht,6,5
bref,4,5
brefs,5,5
Brejnev,7,6
bresil,6,5
Bresil,6,5
Bresse,6,5
Brest,5,5
Bretagne,8,6
breton,6,5
bretonne,8,6
breuvage,8,6
breve,5,5
breves,6,5
brevet,6,5
breveter,8,6
brevets,7,6
bribe,5,5
bribes,6,5
Brice,5,5
bride,5,5
brider,6,5
bridge,6,5
Brieuc,6,5
brigade,7,6
brigades,8,6
brigand,7,6
Brighton,8,6
Brigitte,8,6
brigue,6,5
briguer,7,6
brillant,8,6
briller,7,6
brin,4,5
brio,4,5
brioche,7,6
brique,6,5
briques,7,6
briquet,7,6
brisant,7,6
brise,5,5
brise,5,5
brisee,6,5
briser,6,5
british,7,6
Broadway,8,6
brochure,8,6
broder,6,5
broderie,8,6
bronches,8,6
Bronx,5,5
bronze,6,5
bronzer,7,6
Brooklyn,8,6
brosse,6,5
brosser,7,6
brouhaha,8,6
brouille,8,6
brousse,7,6
Brown,5,5
broyer,6,5
bru,3,5
bruccio,7,6
Bruce,5,5
bruine,6,5
bruit,5,5
bruits,6,5
brulant,7,6
brulante,8,6
brule,5,5
brulees,7,6
bruler,6,5
brulure,7,6
brume,5,5
brun,4,5
brunch,6,5
brune,5,5
Brunei,6,5
brunir,6,5
Bruno,5,5
brusque,7,6
brut,4,5
brutal,6,5
brutale,7,6
brute,5,5
brutes,6,5
bruyant,7,6
BSN,3,5
bu,2,5
Bucarest,8,6
buccal,6,5
bucher,6,5
bucheron,8,6
bucheur,7,6
Budapest,8,6
budget,6,5
budgets,7,6
buffet,6,5
buffle,6,5
buire,5,5
buisson,7,6
bulbe,5,5
bulgare,7,6
Bulgare,7,6
bulgares,8,6
Bulgarie,8,6
bull,4,5
bulle,5,5
bulletin,8,6
bunker,6,5
bure,4,5
bureau,6,5
bureaux,7,6
burin,5,5
Burkina,7,6
Burundi,7,6
bus,3,5
bush,4,5
business,8,6
but,3,5
bute,4,5
buter,5,5
butin,5,5
butor,5,5
buts,4,5
butte,5,5
by,2,5
cabale,6,5
cabane,6,5
cabaret,7,6
cabine,6,5
cabinet,7,6
cabinets,8,6
cable,5,5
cable,5,5
cables,6,5
cables,6,5
cablot,6,5
caboche,7,6
cabot,5,5
caboter,7,6
cabotin,7,6
cabri,5,5
CAC,3,5
caca,4,5
cacao,5,5
cacaoyer,8,6
cachait,7,6
cache,5,5
cache,5,5
cachee,6,5
cachent,7,6
cacher,6,5
caches,6,5
cachet,6,5
cachete,7,6
cacheter,8,6
cachette,8,6
cadavre,7,6
cadavres,8,6
cadeau,6,5
cadeaux,7,6
cadence,7,6
cadet,5,5
cadran,6,5
cadre,5,5
cadres,6,5
caduc,5,5
Caen,4,5
cafard,6,5
cafe,4,5
cafes,5,5
cafeter,7,6
cage,4,5
cageot,6,5
cagibi,6,5
cagnes,6,5
cahier,6,5
cahiers,7,6
cahoter,7,6
cahute,6,5
cailler,7,6
caillou,7,6
cailloux,8,6
Caire,5,5
cairn,5,5
caisse,6,5
caisses,7,6
caissier,8,6
cajoler,7,6
cajoleur,8,6
cake,4,5
cal,3,5
calais,6,5
calamite,8,6
calanque,8,6
calcaire,8,6
calcium,7,6
calcul,6,5
calcule,7,6
calculee,8,6
calculer,8,6
calculs,7,6
"cale en",7,6
calecon,7,6
calepin,7,6
caler,5,5
calin,5,5
caline,6,5
caliner,7,6
calleux,7,6
calme,5,5
calmer,6,5
calmes,6,5
calomnie,8,6
calorie,7,6
caloyer,7,6
calvados,8,6
calvaire,8,6
Calvet,6,5
calvitie,8,6
camarade,8,6
Cambodge,8,6
came,4,5
came,4,5
camelote,8,6
camera,6,5
cameras,7,6
Cameroun,8,6
Camille,7,6
camion,6,5
camions,7,6
camisole,8,6
camp,4,5
campagne,8,6
campe,5,5
camping,7,6
camps,5,5
campus,6,5
camus,5,5
canada,6,5
Canada,6,5
canadien,8,6
canaille,8,6
canal,5,5
canard,6,5
canarder,8,6
canards,7,6
Canaries,8,6
canaux,6,5
Canberra,8,6
cancan,6,5
cancaner,8,6
cancer,6,5
cancers,7,6
candeur,7,6
candidat,8,6
candide,7,6
cane,4,5
Canetti,7,6
canicule,8,6
caniveau,8,6
cannabis,8,6
canne,5,5
cannele,7,6
cannes,6,5
canon,5,5
canons,6,5
canot,5,5
canotier,8,6
cantal,6,5
cantine,7,6
cantique,8,6
canton,6,5
cantonna,8,6
cantons,7,6
cap,3,5
capable,7,6
capables,8,6
capacite,8,6
capes,5,5
capital,7,6
capitale,8,6
capitaux,8,6
caprice,7,6
caprices,8,6
capter,6,5
capteurs,8,6
captieux,8,6
captif,6,5
captiver,8,6
capture,7,6
capturer,8,6
caqueter,8,6
car,3,5
Caracas,7,6
carafe,6,5
caraibes,8,6
carapace,8,6
carat,5,5
caravane,8,6
carbone,7,6
carcan,6,5
carcasse,8,6
carceral,8,6
carder,6,5
cardinal,8,6
cardite,7,6
carence,7,6
carences,8,6
caresse,7,6
caresser,8,6
caresses,8,6
cargo,5,5
cargos,6,5
carillon,8,6
carioca,7,6
Carl,4,5
Carlo,5,5
Carlos,6,5
carma,5,5
carmel,6,5
Carmen,6,5
carmin,6,5
carmine,7,6
carnage,7,6
carnaval,8,6
carnet,6,5
carnets,7,6
carole,6,5
caroline,8,6
carotte,7,6
Carpates,8,6
carpe,5,5
carre,5,5
carreau,7,6
carree,6,5
carreler,8,6
carres,6,5
carriere,8,6
cars,4,5
carte,5,5
cartel,6,5
cartels,7,6
carter,6,5
cartes,6,5
cartier,7,6
carton,6,5
cartons,7,6
cas,3,5
Casanova,8,6
cascade,7,6
case,4,5
casemate,8,6
caser,5,5
caserne,7,6
casernes,8,6
cases,5,5
cash,4,5
casino,6,5
casinos,7,6
casque,6,5
casques,7,6
cassable,8,6
cassant,7,6
casse,5,5
casse,5,5
casser,6,5
cassette,8,6
castel,6,5
casting,7,6
Castro,6,5
casus,5,5
catalan,7,6
cathode,7,6
catimini,8,6
catin,5,5
Caucase,7,6
cause,5,5
cause,5,5
causer,6,5
causerie,8,6
causes,6,5
causes,6,5
caution,7,6
cavale,6,5
cavalier,8,6
cave,4,5
caverne,7,6
caves,5,5
caviar,6,5
cavite,6,5
ce,2,5
ceci,4,5
Cecile,6,5
cecite,6,5
cedant,6,5
cede,4,5
cede,4,5
ceder,5,5
cedera,6,5
cedex,5,5
Cee,3,5
ceindre,7,6
ceinture,8,6
cela,4,5
celebre,7,6
celebre,7,6
celebree,8,6
celebrer,8,6
celebres,8,6
celer,5,5
celeri,6,5
celerite,8,6
celeste,7,6
celibat,7,6
celle,5,5
celle-ci,8,6
celle-la,8,6
celles,6,5
cellier,7,6
cellule,7,6
cellules,8,6
celui,5,5
celui-ci,8,6
celui-la,8,6
cendre,6,5
cendre,6,5
cendres,7,6
cendrier,8,6
cenobite,8,6
cense,5,5
censee,6,5
censes,6,5
censure,7,6
censurer,8,6
cent,4,5
centaine,8,6
centieme,8,6
centime,7,6
centimes,8,6
central,7,6
centrale,8,6
centraux,8,6
centre,6,5
centree,7,6
centres,7,6
cents,5,5
cep,3,5
cerceau,7,6
cercle,6,5
cercles,7,6
cercueil,8,6
cereale,7,6
cereales,8,6
cerebral,8,6
cerf,4,5
Cergy,5,5
cerise,6,5
cerisier,8,6
cerne,5,5
cerner,6,5
cernes,6,5
certain,7,6
certaine,8,6
certains,8,6
certes,6,5
cerveau,7,6
cerveaux,8,6
cervelet,8,6
cervelle,8,6
cervier,7,6
ces,3,5
cesar,5,5
Cesare,6,5
cesse,5,5
cesse,5,5
cessent,7,6
cesser,6,5
cessez,6,5
cession,7,6
cessions,8,6
cet,3,5
cette,5,5
ceux,4,5
ceux-ci,7,6
ceux-la,7,6
Cezanne,7,6
chacun,6,5
chacune,7,6
Chadli,6,5
chagrin,7,6
chagrine,8,6
chagrins,8,6
chah,4,5
Chaillot,8,6
chaine,6,5
chaines,7,6
chainon,7,6
chair,5,5
chaire,6,5
chairs,6,5
chaise,6,5
chaises,7,6
chaland,7,6
chale,5,5
chalet,6,5
chaleur,7,6
chaloupe,8,6
chamarre,8,6
Chambery,8,6
Chambord,8,6
chambre,7,6
chambree,8,6
chambrer,8,6
chambres,8,6
chameau,7,6
chamelle,8,6
champ,5,5
champion,8,6
champs,6,5
chance,6,5
chancel,7,6
chances,7,6
chanceux,8,6
chandail,8,6
change,6,5
change,6,5
changent,8,6
changer,7,6
changera,8,6
changes,7,6
Channel,7,6
chanson,7,6
chansons,8,6
chant,5,5
chantage,8,6
Chantal,7,6
chantant,8,6
chante,6,5
chante,6,5
chantent,8,6
chanter,7,6
chanteur,8,6
chantier,8,6
chantre,7,6
chants,6,5
chaos,5,5
chapeau,7,6
chapeaux,8,6
chapelle,8,6
chapitre,8,6
chapon,6,5
chaque,6,5
char,4,5
charabia,8,6
charasse,8,6
charbon,7,6
Charente,8,6
charge,6,5
charge,6,5
chargee,7,6
chargees,8,6
chargent,8,6
charger,7,6
charges,7,6
charges,7,6
chariot,7,6
charisme,8,6
charite,7,6
Charles,7,6
charmant,8,6
charme,6,5
charmer,7,6
charmes,7,6
charmeur,8,6
charrier,8,6
chars,5,5
charte,6,5
charter,7,6
chartres,8,6
chas,4,5
chasse,6,5
chasse,6,5
chasse,6,5
chassent,8,6
chasser,7,6
chasseur,8,6
chassis,7,6
chaste,6,5
chastete,8,6
chat,4,5
chatain,7,6
chateau,7,6
chateaux,8,6
chatelet,8,6
chatier,7,6
chatoyer,8,6
chats,5,5
chaud,5,5
chaude,6,5
chaudes,7,6
chauds,6,5
chauffe,7,6
chauffer,8,6
chauler,7,6
chaume,6,5
chaussee,8,6
chausser,8,6
chausson,8,6
chauve,6,5
chaux,5,5
chef,4,5
chefs,5,5
cheikh,6,5
chelem,6,5
Chemery,7,6
chemin,6,5
cheminer,8,6
cheminot,8,6
chemins,7,6
chemise,7,6
chemises,8,6
chenapan,8,6
chenet,6,5
chenille,8,6
cheptel,7,6
cheque,6,5
cheques,7,6
cher,4,5
cherche,7,6
cherche,7,6
chercher,8,6
chere,5,5
cheres,6,5
cheri,5,5
cherir,6,5
chers,5,5
chetif,6,5
cheval,6,5
chevalet,8,6
chevaux,7,6
cheveu,6,5
cheveux,7,6
cheville,8,6
chevre,6,5
chevreau,8,6
chevres,7,6
chez,4,5
"chez soi",8,6
chiant,6,5
chiard,6,5
chic,4,5
Chicago,7,6
chicaner,8,6
chichis,7,6
chicon,6,5
chien,5,5
chienne,7,6
chiens,6,5
chier,5,5
chiffon,7,6
chiffre,7,6
chiffrer,8,6
chiffres,8,6
chignon,7,6
chiite,6,5
chiites,7,6
Chili,5,5
chimere,7,6
chimie,6,5
chimique,8,6
chimiste,8,6
chine,5,5
chinois,7,6
chinoise,8,6
chiper,6,5
chipie,6,5
chipot,6,5
chipoter,8,6
Chirac,6,5
Chiron,6,5
chlore,6,5
choc,4,5
chocolat,8,6
chocs,5,5
choeur,6,5
choir,5,5
choisi,6,5
choisie,7,6
choisies,8,6
choisir,7,6
choisis,7,6
choisit,7,6
choix,5,5
cholera,7,6
Cholet,6,5
chomage,7,6
chomeur,7,6
chomeurs,8,6
chope,5,5
choper,6,5
Chopin,6,5
choquant,8,6
choque,6,5
choquer,7,6
chorale,7,6
chose,5,5
choses,6,5
chou,4,5
chouchou,8,6
chouette,8,6
choyer,6,5
chretien,8,6
christ,6,5
Chrysler,8,6
chu,3,5
chute,5,5
chute,5,5
chuter,6,5
chypre,6,5
ci,2,5
CIA,3,5
cibla,5,5
cible,5,5
cibles,6,5
cicerone,8,6
ciel,4,5
cierge,6,5
cieux,5,5
cigogne,7,6
cil,3,5
ciller,6,5
cils,4,5
cime,4,5
ciment,6,5
cine,4,5
cineaste,8,6
cinema,6,5
cinemas,7,6
cinglant,8,6
cingle,6,5
cingler,7,6
cinoche,7,6
cinq,4,5
cintre,6,5
circuit,7,6
circuits,8,6
circule,7,6
circule,7,6
circuler,8,6
cire,4,5
cirque,6,5
ciseaux,7,6
citadin,7,6
citadins,8,6
citant,6,5
citation,8,6
cite,4,5
cite,4,5
citee,5,5
citees,6,5
citer,5,5
cites,5,5
citons,6,5
citoyen,7,6
citoyens,8,6
Citroen,7,6
citron,6,5
city,4,5
civil,5,5
civile,6,5
civiles,7,6
civilite,8,6
civils,6,5
civique,7,6
civiques,8,6
clair,5,5
claire,6,5
claires,7,6
clairon,7,6
clairs,6,5
clame,5,5
clamer,6,5
clamp,5,5
clan,4,5
clans,5,5
clapoter,8,6
claque,6,5
claquer,7,6
claquet,7,6
clarifie,8,6
Clark,5,5
clarte,6,5
classe,6,5
classe,6,5
classer,7,6
classes,7,6
classes,7,6
Claude,6,5
Claudel,7,6
clause,6,5
clauses,7,6
clavier,7,6
claviers,8,6
cle,3,5
clef,4,5
clefs,5,5
clemence,8,6
clement,7,6
clerc,5,5
clerge,6,5
Clermont,8,6
cles,4,5
cliche,6,5
cliches,7,6
client,6,5
clientes,8,6
clients,7,6
cligner,7,6
climat,6,5
clin,4,5
clinique,8,6
clips,5,5
cliquet,7,6
clivage,7,6
clivages,8,6
cliver,6,5
clochard,8,6
cloche,6,5
clocher,7,6
cloison,7,6
cloitre,7,6
cloitrer,8,6
clope,5,5
cloque,6,5
clore,5,5
clos,4,5
close,5,5
cloture,7,6
cloturer,8,6
clou,4,5
Cloud,5,5
clouer,6,5
clown,5,5
club,4,5
clubs,5,5
coaguler,8,6
cob,3,5
coca,4,5
cocaine,7,6
cochon,6,5
cocktail,8,6
cocon,5,5
cocotte,7,6
Cocteau,7,6
cocuage,7,6
cocufier,8,6
code,4,5
codes,5,5
coeur,5,5
coffre,6,5
coffret,7,6
cogiter,7,6
cognac,6,5
cognee,6,5
cogner,6,5
cognitif,8,6
Cohen,5,5
coherent,8,6
cohesion,8,6
cohue,5,5
coi,3,5
coiffe,6,5
coiffeur,8,6
coiffure,8,6
coin,4,5
coince,6,5
coinces,7,6
coincide,8,6
coins,5,5
col,3,5
cola,4,5
colback,7,6
Colbert,7,6
Coleman,7,6
colere,6,5
colereux,8,6
Colette,7,6
colibri,7,6
colin,5,5
colis,5,5
collant,7,6
colle,5,5
collecte,8,6
college,7,6
colleges,8,6
collegue,8,6
coller,6,5
collet,6,5
collier,7,6
colline,7,6
collines,8,6
colloque,8,6
Collor,6,5
Cologne,7,6
colombe,7,6
Colombie,8,6
colonel,7,6
colonial,8,6
colonie,7,6
colonies,8,6
colonne,7,6
colonnes,8,6
colorant,8,6
colore,6,5
colorer,7,6
colorier,8,6
coloris,7,6
colossal,8,6
colosse,7,6
cols,4,5
Columbia,8,6
coma,4,5
combat,6,5
combats,7,6
combattu,8,6
combe,5,5
combien,7,6
combine,7,6
combine,7,6
combiner,8,6
comble,6,5
comble,6,5
combler,7,6
Comecon,7,6
comedie,7,6
comedien,8,6
comedies,8,6
comique,7,6
comiques,8,6
comite,6,5
comites,7,6
commande,8,6
commande,8,6
commando,8,6
comme,5,5
commence,8,6
commence,8,6
comment,7,6
commente,8,6
commente,8,6
commerce,8,6
commere,7,6
commette,8,6
commis,6,5
commise,7,6
commises,8,6
commode,7,6
commun,6,5
communal,8,6
commune,7,6
communes,8,6
communs,7,6
compact,7,6
compacts,8,6
compagne,8,6
compare,7,6
compare,7,6
comparee,8,6
comparer,8,6
compares,8,6
compas,6,5
compatir,8,6
compere,7,6
complet,7,6
complete,8,6
complete,8,6
complexe,8,6
complice,8,6
complot,7,6
comporte,8,6
compose,7,6
compose,7,6
composee,8,6
composer,8,6
composes,8,6
compost,7,6
comprend,8,6
comprime,8,6
compris,7,6
comprise,8,6
comptait,8,6
comptant,8,6
compte,6,5
compte,6,5
comptent,8,6
compter,7,6
comptera,8,6
comptes,7,6
comptoir,8,6
computer,8,6
comte,5,5
comte,5,5
comtesse,8,6
con,3,5
concede,7,6
concede,7,6
conceder,8,6
concept,7,6
concepts,8,6
concerne,8,6
concerne,8,6
concert,7,6
concerto,8,6
concerts,8,6
concile,7,6
concis,6,5
conclu,6,5
conclue,7,6
conclure,8,6
conclus,7,6
conclut,7,6
concoit,7,6
concorde,8,6
concours,8,6
concret,7,6
concrete,8,6
concrets,8,6
concu,5,5
concue,6,5
concues,7,6
concus,6,5
condamne,8,6
condamne,8,6
condense,8,6
conduira,8,6
conduire,8,6
conduit,7,6
conduite,8,6
conduits,8,6
confer,6,5
confere,7,6
conferer,8,6
confetti,8,6
confiait,8,6
confiant,8,6
confie,6,5
confie,6,5
confiee,7,6
confiees,8,6
confier,7,6
confiner,8,6
confins,7,6
confirme,8,6
confirme,8,6
confit,6,5
conflit,7,6
conflits,8,6
confond,7,6
conforme,8,6
confort,7,6
conforte,8,6
confrere,8,6
confus,6,5
confuse,7,6
conge,5,5
congele,7,6
congeler,8,6
conges,6,5
Congo,5,5
congres,7,6
conifere,8,6
conjoint,8,6
conjugal,8,6
conjure,7,6
conjurer,8,6
connais,7,6
connait,7,6
connard,7,6
connasse,8,6
conne,5,5
connerie,8,6
connu,5,5
connue,6,5
connues,7,6
connus,6,5
connut,6,5
conquete,8,6
conquis,7,6
cons,4,5
consacre,8,6
consacre,8,6
conseil,7,6
conseils,8,6
consenti,8,6
conserve,8,6
conserve,8,6
consigne,8,6
consiste,8,6
consiste,8,6
consoeur,8,6
consoler,8,6
consomme,8,6
consomme,8,6
constant,8,6
constat,7,6
constate,8,6
constate,8,6
constats,8,6
consul,6,5
consulat,8,6
consulte,8,6
contact,7,6
contacte,8,6
contacts,8,6
conte,5,5
contenir,8,6
content,7,6
contente,8,6
contente,8,6
contents,8,6
contenu,7,6
contenue,8,6
contenus,8,6
conter,6,5
contes,6,5
conteste,8,6
conteste,8,6
contexte,8,6
contient,8,6
continu,7,6
continue,8,6
continue,8,6
contour,7,6
contours,8,6
contrat,7,6
contrats,8,6
contre,6,5
contree,7,6
contrer,7,6
controle,8,6
controle,8,6
convainc,8,6
convenir,8,6
convenu,7,6
convenus,8,6
converti,8,6
convie,6,5
convient,8,6
convier,7,6
convoi,6,5
convois,7,6
convoque,8,6
cooperer,8,6
copain,6,5
copains,7,6
copie,5,5
copier,6,5
copies,6,5
copieur,7,6
copine,6,5
Coppi,5,5
Coppola,7,6
coq,3,5
coque,5,5
coquille,8,6
cor,3,5
Cora,4,5
coran,5,5
corbeau,7,6
corde,5,5
cordes,6,5
cordial,7,6
cordier,7,6
cordon,6,5
cordons,7,6
Coree,5,5
coreen,6,5
coreenne,8,6
coreens,7,6
coriace,7,6
corne,5,5
cornes,6,5
corniche,8,6
cornu,5,5
corporel,8,6
corps,5,5
corpus,6,5
correct,7,6
correle,7,6
Correze,7,6
corridor,8,6
corrige,7,6
corriger,8,6
corroder,8,6
corsage,7,6
corse,5,5
corses,6,5
cortege,7,6
corvee,6,5
coryza,6,5
cosmos,6,5
cosse,5,5
Costa,5,5
costard,7,6
costaud,7,6
Coste,5,5
costume,7,6
costumes,8,6
Cot,3,5
Cotais,6,5
cotation,8,6
cote,4,5
cote,4,5
cote,4,5
cote,4,5
coteau,6,5
cotee,5,5
cotees,6,5
cotes,5,5
cotes,5,5
cotoient,8,6
coton,5,5
cottage,7,6
cou,3,5
couard,6,5
couchant,8,6
couche,6,5
couche,6,5
coucher,7,6
couches,7,6
coucou,6,5
coude,5,5
coudre,6,5
coudrier,8,6
couenne,7,6
couette,7,6
couiner,7,6
coule,5,5
coulee,6,5
couler,6,5
couleur,7,6
couleurs,8,6
coulisse,8,6
couloir,7,6
couloirs,8,6
coup,4,5
coupable,8,6
coupant,7,6
coupe,5,5
coupe,5,5
coupee,6,5
coupees,7,6
couper,6,5
couperet,8,6
coupes,6,5
coupes,6,5
couple,6,5
couples,7,6
coupoir,7,6
coupole,7,6
coupon,6,5
coups,5,5
coupure,7,6
coupures,8,6
cour,4,5
courage,7,6
courant,7,6
courante,8,6
courants,8,6
courbe,6,5
courber,7,6
courbes,7,6
courent,7,6
coureur,7,6
coureurs,8,6
courge,6,5
courir,6,5
couronne,8,6
couronne,8,6
courrier,8,6
courroie,8,6
courroux,8,6
cours,5,5
course,6,5
courses,7,6
coursier,8,6
court,5,5
courtage,8,6
courte,6,5
courtes,7,6
courtois,8,6
courts,6,5
couru,5,5
cousette,8,6
cousin,6,5
cousine,7,6
cousins,7,6
coussin,7,6
cout,4,5
coute,5,5
coute,5,5
couteau,7,6
couteaux,8,6
coutelas,8,6
coutent,7,6
couter,6,5
coutera,7,6
couteuse,8,6
couteux,7,6
couts,5,5
coutume,7,6
coutumes,8,6
couture,7,6
couvent,7,6
couver,6,5
couvert,7,6
couverte,8,6
couverts,8,6
couvrant,8,6
couvre,6,5
couvrent,8,6
couvrir,7,6
crabe,5,5
crachat,7,6
cracher,7,6
crachin,7,6
crack,5,5
Cracovie,8,6
craie,5,5
craindre,8,6
crains,6,5
craint,6,5
crainte,7,6
craintes,8,6
crampe,6,5
crampon,7,6
cran,4,5
crane,5,5
craner,6,5
cranerie,8,6
craneur,7,6
crapule,7,6
craque,6,5
craquer,7,6
crasse,6,5
crasseux,8,6
cravache,8,6
cravate,7,6
crayon,6,5
crea,4,5
creance,7,6
creances,8,6
creant,6,5
createur,8,6
creation,8,6
creature,8,6
creche,6,5
credible,8,6
credit,6,5
crediter,8,6
credits,7,6
credo,5,5
credule,7,6
cree,4,5
cree,4,5
creee,5,5
creees,6,5
creent,6,5
creer,5,5
crees,5,5
Creil,5,5
cremant,7,6
creme,5,5
cremerie,8,6
creneau,7,6
creole,6,5
crepe,5,5
crepi,5,5
crepir,6,5
crepiter,8,6
crepu,5,5
crepus),7,6
cresson,7,6
crete,5,5
Creteil,7,6
cretin,6,5
creuse,6,5
creuse,6,5
creuser,7,6
creux,5,5
crevasse,8,6
creve,5,5
crever,6,5
cri,3,5
criant,6,5
crible,6,5
cribler,7,6
cricket,7,6
crie,4,5
crie,4,5
crient,6,5
crier,5,5
crime,5,5
crimes,6,5
criminel,8,6
crin,4,5
criniere,8,6
crique,6,5
cris,4,5
crise,5,5
crises,6,5
crisper,7,6
crisser,7,6
cristal,7,6
cristaux,8,6
critere,7,6
criteres,8,6
critique,8,6
critique,8,6
croc,4,5
crochet,7,6
croient,7,6
croirait,8,6
croire,6,5
crois,5,5
croisade,8,6
croise,6,5
croise,6,5
croisees,8,6
croisent,8,6
croiser,7,6
croises,7,6
croit,5,5
croitre,7,6
croix,5,5
croquer,7,6
croquis,7,6
crotte,6,5
crotte,6,5
crotter,7,6
crottes,7,6
croupe,6,5
croute,6,5
croyait,7,6
croyance,8,6
croyant,7,6
croyants,8,6
croyez,6,5
croyons,7,6
CRS,3,5
cru,3,5
cruaute,7,6
cruche,6,5
crucial,7,6
cruciale,8,6
crucifix,8,6
crudite,7,6
cruel,5,5
cruelle,7,6
crument,7,6
Cruz,4,5
CSA,3,5
Cuba,4,5
cubain,6,5
cubains,7,6
cube,4,5
cuber,5,5
cubes,5,5
cubitus,7,6
cueillir,8,6
cuiller,7,6
cuillere,8,6
cuir,4,5
cuire,5,5
cuisine,7,6
cuisiner,8,6
cuisines,8,6
cuisse,6,5
cuisses,7,6
cuistot,7,6
cuit,4,5
cuite,5,5
cuiter,6,5
cuivre,6,5
cuivre,6,5
cuivreux,8,6
cul,3,5
"cul sec",7,6
culier,6,5
culot,5,5
culotte,7,6
culottes,8,6
culte,5,5
cultive,7,6
cultive,7,6
cultiver,8,6
culture,7,6
culturel,8,6
cultures,8,6
cumul,5,5
cumule,6,5
cupide,6,5
cupidite,8,6
curatif,7,6
cure,4,5
cure,4,5
curer,5,5
curie,5,5
curieuse,8,6
curieux,7,6
cursus,6,5
cuve,4,5
cuveau,6,5
cuvette,7,6
cyclamen,8,6
cycle,5,5
cycles,6,5
cyclisme,8,6
cycliste,8,6
cyclone,7,6
cygne,5,5
cylindre,8,6
cynique,7,6
cynisme,7,6
Cyril,5,5
dague,5,5
dahlia,6,5
daigner,7,6
Daimler,7,6
dais,4,5
Dakar,5,5
Dakota,6,5
dallai,6,5
dallas,6,5
dalle,5,5
daller,6,5
dam,3,5
damas,5,5
dame,4,5
dames,5,5
dan,3,5
dandy,5,5
Danemark,8,6
danger,6,5
dangers,7,6
Daniel,6,5
Daniele,7,6
Danielle,8,6
danois,6,5
danoise,7,6
dans,4,5
danse,5,5
dansent,7,6
danser,6,5
danses,6,5
danseur,7,6
danseurs,8,6
Dante,5,5
Danton,6,5
Danube,6,5
dard,4,5
darder,6,5
Dassault,8,6
data,4,5
datant,6,5
datas,5,5
date,4,5
date,4,5
datee,5,5
datees,6,5
datent,6,5
dater,5,5
dates,5,5
datif,5,5
dattier,7,6
dauphin,7,6
dauphine,8,6
David,5,5
Davis,5,5
de,2,5
de,2,5
deale,5,5
dealers,7,6
debacle,7,6
deballe!,8,6
debander,8,6
debarque,8,6
debarque,8,6
debarras,8,6
debat,5,5
debats,6,5
debattre,8,6
debattu,7,6
debauche,8,6
debauche,8,6
debile,6,5
debiner,7,6
debit,5,5
debiter,7,6
debiteur,8,6
deboires,8,6
deboiter,8,6
deborde,7,6
deborder,8,6
debouche,8,6
debouche,8,6
debout,6,5
debrayer,8,6
Debre,5,5
debris,6,5
Debussy,7,6
debut,5,5
"debut de",8,6
debutant,8,6
debute,6,5
debute,6,5
debuter,7,6
debuts,6,5
deca,4,5
decade,6,5
decalage,8,6
decamper,8,6
Decaux,6,5
decede,6,5
deceder,7,6
decelant,8,6
deceler,7,6
decembre,8,6
decence,7,6
decennie,8,6
decent,6,5
decerne,7,6
decerner,8,6
deces,5,5
decevant,8,6
decevoir,8,6
decharge,8,6
decharne,8,6
deche,5,5
dechet,6,5
dechets,7,6
dechire,7,6
dechirer,8,6
dechoir,7,6
dechu,5,5
decida,6,5
decidait,8,6
decidant,8,6
decide,6,5
decide,6,5
